SpineMid               , -0.08613203  ,   -0.2493381 ,    1.163675
Neck                   , -0.07898416  ,  -0.02065344 ,    1.176458
Head                   , -0.05427781  ,     0.124428 ,     1.17142
ShoulderLeft           , -0.2420603   ,   -0.1173444 ,    1.133318
ElbowLeft              , -0.3144695   ,   -0.3137263 ,    1.096054
WristLeft              , -0.2882342   ,   -0.4471439 ,   0.9640132
HandLeft               , -0.2738183   ,    -0.464871 ,    0.935262
ShoulderRight          , 0.09293293   ,   -0.1162455 ,    1.145337
ElbowRight             , 0.117335     ,   -0.2307201 ,   0.9891918
WristRight             , 0.06812208   ,   -0.2514439 ,    0.775982
HandRight              , 0.05829573   ,   -0.2507674 ,   0.7135563
HipRight               , 0.002562026  ,   -0.4794367 ,    1.105059
SpineShoulder          , -0.08095203  ,  -0.07686877 ,    1.175393
HandTipLeft            , -0.2999393   ,   -0.4676233 ,    0.861815
ThumbLeft              , -0.2705712   ,   -0.5350068 ,   0.9568229
HandTipRight           , 0.02929155   ,   -0.2756208 ,   0.5982313
ThumbRight             , 0.01259081   ,   -0.2815753 ,   0.6208795

