SpineMid               , -0.01224662  ,   -0.2557594 ,    1.161487
Neck                   , -0.02204172  ,  -0.02309844 ,    1.165909
Head                   , 0.004268575  ,    0.1229746 ,    1.168235
ShoulderLeft           , -0.177525    ,   -0.1221238 ,    1.104517
ElbowLeft              , -0.2384075   ,   -0.2882554 ,    1.046843
WristLeft              , -0.1986158   ,   -0.4257591 ,   0.9638634
HandLeft               , -0.2087539   ,   -0.4183434 ,   0.9213607
ShoulderRight          , 0.1456703    ,   -0.1279081 ,    1.152503
ElbowRight             , 0.1642046    ,   -0.2508409 ,    1.053205
WristRight             , 0.115193     ,   -0.2315619 ,    0.853134
HandRight              , 0.06797451   ,   -0.2324027 ,   0.7365671
HipRight               , 0.07441078   ,   -0.4743223 ,    1.105793
SpineShoulder          , -0.01964245  ,  -0.08014968 ,    1.167113
HandTipLeft            , -0.2028558   ,   -0.4322496 ,   0.8740653
ThumbLeft              , -0.2287058   ,   -0.3914736 ,   0.8857037
HandTipRight           , 0.01940983   ,   -0.2250136 ,   0.7037106
ThumbRight             , 0.0875185    ,    -0.242391 ,   0.7110202

