Left_HandPalm_P        , 33.80579     ,     122.7728 ,   -31.11832
Left_HandPalm_P        , 35.57313     ,     121.7739 ,   -32.32058
Left_HandPalm_P        , 35.57313     ,     121.7739 ,   -32.32058
Left_HandPalm_P        , 37.91404     ,     122.0686 ,   -31.39142
Left_HandPalm_P        , 34.64864     ,     120.9456 ,   -31.69124
Left_HandPalm_P        , 34.64864     ,     120.9456 ,   -31.69124
Left_HandPalm_P        , 37.41513     ,     123.1387 ,    -30.5381
Left_HandPalm_P        , 37.31847     ,     123.7524 ,   -31.09413
Left_HandPalm_P        , 35.77633     ,     122.2212 ,   -31.76634
Left_HandPalm_P        , 35.77633     ,     122.2212 ,   -31.76634

