SpineMid               , -0.05115315  ,   -0.2512081 ,    1.153543
Neck                   , -0.03007632  ,  -0.02159896 ,    1.166752
Head                   , -0.01281687  ,    0.1246293 ,    1.170526
ShoulderLeft           , -0.1811485   ,   -0.1221549 ,    1.103267
ElbowLeft              , -0.2410137   ,   -0.2916962 ,    1.045018
WristLeft              , -0.2044401   ,   -0.4157209 ,   0.9671341
HandLeft               , -0.2138972   ,   -0.4286294 ,   0.8976339
ShoulderRight          , 0.1379282    ,   -0.1237496 ,    1.151525
ElbowRight             , 0.1411433    ,   -0.2718928 ,    1.011294
WristRight             , 0.08672664   ,   -0.2672515 ,   0.8117467
HandRight              , 0.03818819   ,    -0.258957 ,   0.6728759
HipRight               , 0.02541581   ,   -0.4744084 ,    1.092013
SpineShoulder          , -0.03476165  ,  -0.07811762 ,    1.165823
HandTipLeft            , -0.2165082   ,   -0.4345072 ,   0.8417587
ThumbLeft              , -0.2684764   ,   -0.4156973 ,       0.858
HandTipRight           , 0.01537399   ,   -0.2852578 ,   0.5709122
ThumbRight             , 0.06962315   ,   -0.2073364 ,   0.6764545

