SpineMid               , -0.08811248  ,   -0.2494266 ,    1.163225
Neck                   , -0.07749363  ,   -0.0204751 ,    1.177024
Head                   , -0.05295204  ,    0.1248008 ,    1.172684
ShoulderLeft           , -0.241539    ,   -0.1178183 ,    1.135158
ElbowLeft              , -0.3136654   ,   -0.3136536 ,    1.095957
WristLeft              , -0.2876083   ,   -0.4460476 ,   0.9627621
HandLeft               , -0.2759885   ,   -0.4639223 ,   0.9345724
ShoulderRight          , 0.09249832   ,   -0.1182651 ,    1.147087
ElbowRight             , 0.1174909    ,   -0.2313776 ,   0.9899939
WristRight             , 0.06897753   ,   -0.2397557 ,   0.7641094
HandRight              , 0.05409888   ,   -0.2573864 ,   0.7049051
HipRight               , -0.004805263 ,    -0.482529 ,    1.104279
SpineShoulder          , -0.08020868  ,   -0.0766982 ,    1.175721
HandTipLeft            , -0.2626204   ,   -0.4764067 ,   0.8572938
ThumbLeft              , -0.2555078   ,   -0.5218692 ,   0.9645999
HandTipRight           , 0.02836623   ,   -0.2757207 ,    0.598279
ThumbRight             , 0.01929934   ,   -0.2538216 ,   0.7407292

