SpineMid               , -0.03751187  ,   -0.2525121 ,    1.156552
Neck                   , -0.02719522  ,  -0.02215251 ,    1.169381
Head                   , -0.00532992  ,    0.1231204 ,    1.173581
ShoulderLeft           , -0.1822406   ,   -0.1223821 ,    1.108901
ElbowLeft              , -0.2414937   ,   -0.2901124 ,    1.047818
WristLeft              , -0.1963583   ,   -0.4404732 ,   0.9625664
HandLeft               , -0.2171107   ,   -0.4263777 ,   0.9107741
ShoulderRight          , 0.1395679    ,   -0.1253089 ,    1.153891
ElbowRight             , 0.2026373    ,   -0.2845542 ,    1.035032
WristRight             , 0.1583174    ,   -0.2828306 ,   0.8323508
HandRight              , 0.04495921   ,   -0.2746529 ,   0.6332742
HipRight               , 0.04421002   ,   -0.4748335 ,    1.094525
SpineShoulder          , -0.03020126  ,  -0.07871813 ,    1.168632
HandTipLeft            , -0.2590818   ,   -0.4513347 ,    0.825857
ThumbLeft              , -0.1808601   ,   -0.4906319 ,       0.944
HandTipRight           , 0.009171861  ,   -0.2842911 ,   0.5512258
ThumbRight             , -0.01077091  ,   -0.2830206 ,    0.603353

