SpineMid               , -0.09026814  ,   -0.2486528 ,    1.164135
Neck                   , -0.08280104  ,  -0.01827977 ,    1.177727
Head                   , -0.06160383  ,    0.1268497 ,    1.172831
ShoulderLeft           , -0.2441923   ,   -0.1176896 ,    1.135147
ElbowLeft              , -0.3155911   ,   -0.3142089 ,    1.096288
WristLeft              , -0.2882996   ,   -0.4472441 ,   0.9641107
HandLeft               , -0.2789589   ,   -0.4649174 ,    0.936084
ShoulderRight          , 0.09200388   ,   -0.1154785 ,    1.144562
ElbowRight             , 0.1154271    ,   -0.2256058 ,   0.9850401
WristRight             , 0.06867301   ,   -0.2462296 ,   0.7534134
HandRight              , 0.04449846   ,   -0.2660326 ,   0.6404007
HipRight               , -0.004083812 ,    -0.481328 ,    1.104447
SpineShoulder          , -0.08478493  ,  -0.07483839 ,    1.176451
HandTipLeft            , -0.296594    ,   -0.4770546 ,   0.8704268
ThumbLeft              , -0.2522057   ,   -0.5223656 ,   0.9738182
HandTipRight           , 0.01962768   ,   -0.2832657 ,   0.5525858
ThumbRight             , 0.0968952    ,   -0.3158108 ,   0.6575127

