SpineMid               , -0.08939745  ,   -0.2481141 ,    1.164748
Neck                   , -0.0831901   ,  -0.01803259 ,    1.178739
Head                   , -0.06230083  ,    0.1270545 ,    1.173297
ShoulderLeft           , -0.2443622   ,   -0.1176125 ,    1.136485
ElbowLeft              , -0.3151267   ,   -0.3133801 ,    1.096335
WristLeft              , -0.2917011   ,   -0.4463165 ,   0.9632012
HandLeft               , -0.2778073   ,   -0.4648756 ,   0.9341246
ShoulderRight          , 0.08970874   ,   -0.1159715 ,    1.149299
ElbowRight             , 0.1175189    ,   -0.2258067 ,   0.9902201
WristRight             , 0.09182647   ,   -0.2566953 ,   0.8025727
HandRight              , 0.04896919   ,   -0.2583337 ,   0.6644079
HipRight               , -0.001208807 ,   -0.4801383 ,    1.105885
SpineShoulder          , -0.08484244  ,  -0.07455142 ,    1.177325
HandTipLeft            , -0.2688735   ,   -0.4746724 ,    0.859809
ThumbLeft              , -0.2699412   ,   -0.5321703 ,   0.9647647
HandTipRight           , 0.02250109   ,   -0.2797855 ,   0.5828418
ThumbRight             , 0.09345924   ,   -0.3181426 ,      0.6656

