SpineMid               , -0.02211645  ,   -0.2574489 ,     1.16025
Neck                   , -0.02539956  ,  -0.02321003 ,    1.166918
Head                   , -0.003881819 ,    0.1230666 ,    1.168789
ShoulderLeft           , -0.1797774   ,   -0.1224176 ,    1.104737
ElbowLeft              , -0.2411936   ,   -0.2912114 ,    1.046448
WristLeft              , -0.1981694   ,   -0.4350613 ,   0.9662881
HandLeft               , -0.2103001   ,    -0.424646 ,   0.9158586
ShoulderRight          , 0.1407301    ,   -0.1253974 ,    1.152688
ElbowRight             , 0.202896     ,   -0.2830651 ,    1.031425
WristRight             , 0.1114546    ,   -0.2881656 ,   0.8455614
HandRight              , 0.03937765   ,    -0.265227 ,   0.6509058
HipRight               , 0.06106986   ,   -0.4758936 ,    1.103066
SpineShoulder          , -0.02510681  ,  -0.08071016 ,    1.167547
HandTipLeft            , -0.2288935   ,   -0.4423371 ,   0.8312312
ThumbLeft              , -0.269025    ,   -0.4248861 ,   0.8883334
HandTipRight           , 0.006948374  ,   -0.2870917 ,    0.560446
ThumbRight             , -0.01174046  ,   -0.2804181 ,   0.6000828

