Left_HandArm_D         , -0.2962328   ,   -0.8906292 ,   -0.345001
Left_HandArm_D         , -0.2962328   ,   -0.8906292 ,   -0.345001
Left_HandArm_D         , -0.3488218   ,   -0.8692631 ,  -0.3502929
Left_HandArm_D         , -0.3180267   ,   -0.8788956 ,  -0.3555301
Left_HandArm_D         , -0.3134589   ,   -0.8782043 ,  -0.3612489
Left_HandArm_D         , -0.3377335   ,   -0.8696606 ,  -0.3600369
Left_HandArm_D         , -0.3452002   ,   -0.8949935 ,  -0.2825302
Left_HandArm_D         , -0.3549688   ,   -0.8605936 ,  -0.3652067
Left_HandArm_D         , -0.373735    ,    -0.874952 ,  -0.3078657

